problem,model,parameter,conjure_mode,optimization_level,heuristic,solver,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars,SolverFailures,MZNpaths,MZNmethod,MZNflatTime,MZNflatIntConstraints,MZNevaluatedReifiedConstraints,MZNflatIntVars,SolverMemOut,TotalTime
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,01_compact.eprime,kissat,0.88,205189,0,3.656,1,0,0,599298,35350,,,,,,,,0,4.5360000000000005
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,01_compact.eprime,chuffed,1.424,,0,3.974,1,0,0,368294,,5942,,,,,,,,5.398
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,01_compact.eprime,or-tools1,5.542,,0,4.138,1,0,0,,,2025,,,,,,,,9.68
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,3.652,,0,2.313,1,0,0,,,975,,,,,,,,5.965
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,29.216,,0,2.313,1,0,0,,,975,,,,,,,,31.529
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,01_compact.eprime,cplex,1.908,,0,3.144,0,0,0,,,,0,satisfy,1.69189,3019,17424,18831,,5.052
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.89,205189,0,3.593,1,0,0,599298,35350,,,,,,,,0,4.483
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,1.429,,0,4.049,1,0,0,368294,,5942,,,,,,,,5.478000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,5.563,,0,4.198,1,0,0,,,2025,,,,,,,,9.761
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,3.651,,0,2.191,1,0,0,,,904,,,,,,,,5.842
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,29.208,,0,2.191,1,0,0,,,904,,,,,,,,31.398999999999997
csplib-prob045-CoveringArray,CoveringArray.essence,params/d13633efb6cde73eb747ed65abb138c4.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,1.877,,0,3.07,0,0,0,,,,0,satisfy,1.67333,3019,17424,18831,,4.947
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,01_compact.eprime,kissat,1.20,952014,0,9.091,1,0,0,537302,145060,,,,,,,,0,10.290999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,01_compact.eprime,chuffed,0.497,,0,10.055,1,0,0,3573,,741,,,,,,,,10.552
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,01_compact.eprime,or-tools1,14.717,,0,10.436,1,0,0,,,5421,,,,,,,,25.153
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,9.885,,0,7.011,1,0,0,,,1279,,,,,,,,16.896
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,79.08,,0,7.011,1,0,0,,,1279,,,,,,,,86.091
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,01_compact.eprime,cplex,4.239,,0,7.252,0,0,1,,,,,,,,,,,11.491
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,1.24,952014,0,8.998,1,0,0,537302,145060,,,,,,,,0,10.238
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.511,,0,9.577,1,0,0,3573,,741,,,,,,,,10.088
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,14.735,,0,10.573,1,0,0,,,5421,,,,,,,,25.308
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,9.822,,0,6.901,1,0,0,,,1565,,,,,,,,16.723
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,78.576,,0,6.901,1,0,0,,,1565,,,,,,,,85.47699999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/d2f14fee294f114e5f2fc905bc506675.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.25,,0,6.787,0,0,1,,,,,,,,,,,11.036999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,01_compact.eprime,kissat,7.22,203407,0,17.734,0,0,0,102741,64528,,,,,,,,0,24.954
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,01_compact.eprime,chuffed,21.454,,0,18.191,0,0,0,163120,,67870,,,,,,,,39.644999999999996
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,01_compact.eprime,or-tools1,39.346,,0,17.135,0,0,0,,,30505,,,,,,,,56.480999999999995
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,16.38,,0,12.655,0,0,0,,,26483,,,,,,,,29.034999999999997
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,131.04,,0,12.655,0,0,0,,,26483,,,,,,,,143.695
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,01_compact.eprime,cplex,3.738,,0,16.174,0,0,1,,,,,,,,,,,19.912
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,7.11,203407,0,17.697,0,0,0,102741,64528,,,,,,,,0,24.807
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,21.075,,0,18.352,0,0,0,163120,,67870,,,,,,,,39.427
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,39.44,,0,17.223,0,0,0,,,30505,,,,,,,,56.663
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,18.247,,0,12.579,0,0,0,,,32918,,,,,,,,30.826
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,145.976,,0,12.579,0,0,0,,,32918,,,,,,,,158.555
csplib-prob045-CoveringArray,CoveringArray.essence,params/d493ede4004bfe8848f7f44178681124.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,3.962,,0,16.817,0,0,1,,,,,,,,,,,20.779
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,01_compact.eprime,kissat,6.67,1380204,0,11.036,1,0,0,4689698,209256,,,,,,,,0,17.706
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,01_compact.eprime,chuffed,0.792,,0,12.41,1,0,0,14816,,1761,,,,,,,,13.202
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,01_compact.eprime,or-tools1,16.179,,0,13.42,1,0,0,,,6418,,,,,,,,29.598999999999997
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,12.959,,0,9.775,1,0,0,,,3907,,,,,,,,22.734
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,103.672,,0,9.775,1,0,0,,,3907,,,,,,,,113.447
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,01_compact.eprime,cplex,5.135,,0,8.504,0,0,1,,,,,,,,,,,13.639
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,6.74,1380204,0,11.795,1,0,0,4689698,209256,,,,,,,,0,18.535
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.789,,0,12.147,1,0,0,14816,,1761,,,,,,,,12.936
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,15.975,,0,13.105,1,0,0,,,6418,,,,,,,,29.08
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,12.386,,0,9.656,1,0,0,,,2661,,,,,,,,22.042
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,99.088,,0,9.656,1,0,0,,,2661,,,,,,,,108.744
csplib-prob045-CoveringArray,CoveringArray.essence,params/d70c779e0583d156788d596b2a171d35.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,5.63,,0,8.837,0,0,1,,,,,,,,,,,14.466999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,01_compact.eprime,kissat,6.45,216371,0,18.229,0,0,0,95845,68658,,,,,,,,0,24.679
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,01_compact.eprime,chuffed,30.284,,0,18.041,0,0,0,240236,,114141,,,,,,,,48.325
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,01_compact.eprime,or-tools1,51.573,,0,17.845,0,0,0,,,40395,,,,,,,,69.418
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,20.178,,0,13.77,0,0,0,,,26162,,,,,,,,33.948
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,161.424,,0,13.77,0,0,0,,,26162,,,,,,,,175.19400000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,01_compact.eprime,cplex,3.978,,0,17.27,0,0,1,,,,,,,,,,,21.248
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,6.43,216371,0,18.536,0,0,0,95845,68658,,,,,,,,0,24.966
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,31.309,,0,17.798,0,0,0,240236,,114141,,,,,,,,49.107
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,51.913,,0,18.066,0,0,0,,,40395,,,,,,,,69.979
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,22.626,,0,13.862,0,0,0,,,33553,,,,,,,,36.488
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,181.008,,0,13.862,0,0,0,,,33553,,,,,,,,194.87
csplib-prob045-CoveringArray,CoveringArray.essence,params/d7bb84e36d9a03a262f4462d6eb1d446.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,3.972,,0,17.994,0,0,1,,,,,,,,,,,21.966
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,01_compact.eprime,kissat,1.75,849458,0,10.754,1,0,0,2070441,135965,,,,,,,,0,12.504
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,01_compact.eprime,chuffed,0.531,,0,9.393,1,0,0,4076,,6,,,,,,,,9.924000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,01_compact.eprime,or-tools1,17.519,,0,12.095,1,0,0,,,7154,,,,,,,,29.613999999999997
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,13.176,,0,7.543,1,0,0,,,1424,,,,,,,,20.719
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,105.408,,0,7.543,1,0,0,,,1424,,,,,,,,112.95100000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,01_compact.eprime,cplex,4.558,,0,7.079,0,0,1,,,,,,,,,,,11.637
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,1.53,849458,0,10.609,1,0,0,2070441,135965,,,,,,,,0,12.139
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.554,,0,9.149,1,0,0,4076,,6,,,,,,,,9.703
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,15.849,,0,11.273,1,0,0,,,7154,,,,,,,,27.122
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,13.146,,0,8.076,1,0,0,,,47,,,,,,,,21.222
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,105.168,,0,8.076,1,0,0,,,47,,,,,,,,113.244
csplib-prob045-CoveringArray,CoveringArray.essence,params/d85662765520da4de4789c296bab1612.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.644,,0,7.194,0,0,1,,,,,,,,,,,11.838000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,01_compact.eprime,kissat,8.05,1611997,0,13.074,1,0,0,2963855,245342,,,,,,,,0,21.124000000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,01_compact.eprime,chuffed,0.859,,0,14.215,1,0,0,5567,,623,,,,,,,,15.074
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,01_compact.eprime,or-tools1,21.223,,0,16.382,1,0,0,,,7517,,,,,,,,37.605000000000004
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,14.702,,0,11.1,1,0,0,,,14,,,,,,,,25.802
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,117.616,,0,11.1,1,0,0,,,14,,,,,,,,128.716
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,01_compact.eprime,cplex,4.005,,0,10.407,0,0,1,,,,,,,,,,,14.411999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,8.07,1611997,0,12.948,1,0,0,2963855,245342,,,,,,,,0,21.018
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.851,,0,14.393,1,0,0,5567,,623,,,,,,,,15.244
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,21.432,,0,16.63,1,0,0,,,7517,,,,,,,,38.062
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,14.672,,0,11.293,1,0,0,,,4156,,,,,,,,25.965
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,117.376,,0,11.293,1,0,0,,,4156,,,,,,,,128.669
csplib-prob045-CoveringArray,CoveringArray.essence,params/d8f28e0fabe66dac8bdeb7a12ea0d154.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.017,,0,10.607,0,0,1,,,,,,,,,,,14.623999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,01_compact.eprime,kissat,23.25,923688,0,8.856,1,0,0,14166714,140848,,,,,,,,0,32.106
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,01_compact.eprime,chuffed,0.546,,0,9.692,1,0,0,4272,,691,,,,,,,,10.238
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,01_compact.eprime,or-tools1,13.896,,0,10.767,1,0,0,,,9814,,,,,,,,24.663
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,9.718,,0,6.73,1,0,0,,,4820,,,,,,,,16.448
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,77.744,,0,6.73,1,0,0,,,4820,,,,,,,,84.474
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,01_compact.eprime,cplex,4.312,,0,7.367,0,0,1,,,,,,,,,,,11.679
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,23.63,923688,0,8.835,1,0,0,14166714,140848,,,,,,,,0,32.465
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.479,,0,9.463,1,0,0,4272,,691,,,,,,,,9.941999999999998
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,13.913,,0,10.304,1,0,0,,,9814,,,,,,,,24.217
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,9.729,,0,6.719,1,0,0,,,17,,,,,,,,16.448
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,77.832,,0,6.719,1,0,0,,,17,,,,,,,,84.55099999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/d9d9fc78b9f74b7dca2043d36b8467d6.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.264,,0,7.296,0,0,1,,,,,,,,,,,11.56
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,01_compact.eprime,kissat,210.31,525977,0,7.672,1,0,0,34230547,122695,,,,,,,,0,217.982
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,01_compact.eprime,chuffed,0.481,,0,8.973,1,0,0,946,,0,,,,,,,,9.454
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,01_compact.eprime,or-tools1,10.272,,0,8.982,1,0,0,,,5755,,,,,,,,19.253999999999998
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,7.801,,0,5.982,1,0,0,,,0,,,,,,,,13.783000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,62.408,,0,5.982,1,0,0,,,0,,,,,,,,68.39
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,01_compact.eprime,cplex,4.14,,0,6.528,0,0,1,,,,,,,,,,,10.668
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,210.86,525977,0,7.87,1,0,0,34230547,122695,,,,,,,,0,218.73000000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.441,,0,9.158,1,0,0,946,,0,,,,,,,,9.599
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,10.216,,0,8.912,1,0,0,,,5755,,,,,,,,19.128
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,7.662,,0,5.917,1,0,0,,,0,,,,,,,,13.579
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,61.296,,0,5.917,1,0,0,,,0,,,,,,,,67.213
csplib-prob045-CoveringArray,CoveringArray.essence,params/dd0884adcef81147244bf838952e91a0.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.165,,0,6.424,0,0,1,,,,,,,,,,,10.589
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,01_compact.eprime,kissat,0.32,1441592,0,11.037,1,0,0,200531,216954,,,,,,,,0,11.357000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,01_compact.eprime,chuffed,0.836,,0,11.659,1,0,0,20265,,2356,,,,,,,,12.495000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,01_compact.eprime,or-tools1,16.367,,0,13.633,1,0,0,,,7171,,,,,,,,30.0
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,12.399,,0,9.56,1,0,0,,,4254,,,,,,,,21.959
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,99.192,,0,9.56,1,0,0,,,4254,,,,,,,,108.752
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,01_compact.eprime,cplex,5.298,,0,9.364,0,0,1,,,,,,,,,,,14.662
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.37,1441592,0,11.895,1,0,0,200531,216954,,,,,,,,0,12.264999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.837,,0,11.821,1,0,0,20265,,2356,,,,,,,,12.658
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,16.22,,0,14.216,1,0,0,,,7171,,,,,,,,30.436
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,12.484,,0,9.412,1,0,0,,,6655,,,,,,,,21.896
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,99.872,,0,9.412,1,0,0,,,6655,,,,,,,,109.284
csplib-prob045-CoveringArray,CoveringArray.essence,params/df5d94c82e336f5810121c9d73ff173a.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,5.346,,0,9.933,0,0,1,,,,,,,,,,,15.279
csplib-prob045-CoveringArray,CoveringArray.essence,params/e256debcd17892202c0b9eb1b8715832.param,portfolio4,O2,01_compact.eprime,kissat,22.97,1412457,0,11.583,1,0,0,9037253,213153,,,,,,,,0,34.553
csplib-prob045-CoveringArray,CoveringArray.essence,params/e256debcd17892202c0b9eb1b8715832.param,portfolio4,O2,01_compact.eprime,chuffed,1.815,,0,12.197,1,0,0,124443,,5601,,,,,,,,14.011999999999999
